4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|0,0,50,70|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|hill|52,52,8,8|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|t|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|tb|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|ta|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|b|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|bb|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|ba|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|l|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|lb|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|la|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|r|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|rb|4001x4002|x=4001&y=4002&re=bct
4001|4002|bct|road|ra|4001x4002|x=4001&y=4002&re=bct
4002|3998|bct|hill|105,35,26,26|4002x3998|x=4002&y=3998&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|47,47,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|57,83,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|74,74,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,140,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|67,73,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
4002|3999|bct|hill|0,0,50,70|4002x3999|x=4002&y=3999&re=bct
